loan_id,report_date,principal_balance,principal_debt,principal_paid,interest_paid,maintenance_fee_paid
21794ed61ee4b5a8960e19692ef938d7,2024-01-11,3046.12,0.0,0.0,34.42,12.5
50f842f04f345c4135f5cfb225e069bf,2023-11-24,3681.16,0.0,5.84,90.31,12.4
1bd93e0595f2ffa38afb1b6651ff677f,2023-10-13,276.56,0.0,3.59,4.5,0.0
bb823d0fe6681cdd1f561c4922e46116,2023-09-09,0.0,0.0,4009.64,175.27,0.0
1bd93e0595f2ffa38afb1b6651ff677f,2023-11-26,272.91,0.0,3.65,4.44,0.0
50f842f04f345c4135f5cfb225e069bf,2024-02-01,3668.48,0.0,6.42,90.0,12.4
1bd93e0595f2ffa38afb1b6651ff677f,2024-02-18,261.61,0.0,0.0,8.58,0.06
50f842f04f345c4135f5cfb225e069bf,2023-12-25,3674.9,0.0,6.26,90.16,12.4
50f842f04f345c4135f5cfb225e069bf,2023-10-07,3693.24,0.0,5.82,90.6,12.4
1bd93e0595f2ffa38afb1b6651ff677f,2023-12-25,269.2,0.0,3.71,4.38,0.0
1bd93e0595f2ffa38afb1b6651ff677f,2024-02-05,261.61,0.0,7.59,0.0,1.58
50f842f04f345c4135f5cfb225e069bf,2023-10-30,3687.27,0.0,5.97,90.45,12.4
50f842f04f345c4135f5cfb225e069bf,2023-11-23,3687.0,5.84,0.27,0.0,0.0
70f97988728984f785a07ac7f4238501,2024-06-09,3365.3,0.0,9.76,54.65,12.27
70f97988728984f785a07ac7f4238501,2024-05-12,3375.06,0.0,9.61,54.8,12.27
f1b8d09b4b115a6b00086bcb323a2cab,2024-06-27,3945.84,0.0,18.63,36.01,3.45
f1b8d09b4b115a6b00086bcb323a2cab,2024-05-27,3964.47,0.0,18.46,68.74,6.56
7555b15b73a7eab844819dc93cb2e96e,2023-09-22,3691.01,0.0,47.9,60.04,0.0
7555b15b73a7eab844819dc93cb2e96e,2023-11-23,3592.89,0.0,49.45,58.49,0.0
7555b15b73a7eab844819dc93cb2e96e,2024-03-22,3387.03,0.0,52.7,55.24,12.61
7557d683735a184efdf9443235c38907,2024-02-04,771.51,0.0,2.31,12.89,2.83
7557d683735a184efdf9443235c38907,2023-11-08,778.33,0.0,2.2,13.0,2.83
7557d683735a184efdf9443235c38907,2023-12-04,776.09,0.0,2.24,12.97,2.83
7557d683735a184efdf9443235c38907,2024-01-06,773.82,0.0,2.27,12.93,2.83
7557d683735a184efdf9443235c38907,2024-03-15,769.16,0.0,2.35,12.85,2.83
635c17ea1ce450356a96219620ce902a,2024-12-29,3153.92,0.0,67.14,29.26,3.67
635c17ea1ce450356a96219620ce902a,2024-10-31,3287.6,0.0,65.94,30.46,3.67
910a617bf715f075bf218a8a95eff3e1,2024-11-04,97.92,0.0,6.73,1.79,0.61
910a617bf715f075bf218a8a95eff3e1,2024-12-05,91.09,0.0,6.83,1.68,0.61
910a617bf715f075bf218a8a95eff3e1,2025-01-04,84.15,0.0,6.94,1.57,0.61
635c17ea1ce450356a96219620ce902a,2024-11-29,3221.06,0.0,66.54,29.86,3.67
cf27b0941be0f2ffc024e929bd77431c,2025-02-02,7561.52,0.0,30.32,175.52,55.79
125aa5272e8d9d31b324c47de56bd6a0,2023-08-10,1510.08,0.0,17.91,24.18,5.31
1233a1e4aa385afb4a491f03f20da56c,2023-08-12,1619.73,0.0,14.38,40.02,5.67
125aa5272e8d9d31b324c47de56bd6a0,2023-07-11,1527.99,0.0,16.37,24.45,5.31
125aa5272e8d9d31b324c47de56bd6a0,2023-05-11,1577.85,16.34,0.03,0.0,0.0
1233a1e4aa385afb4a491f03f20da56c,2023-05-13,1661.84,0.0,13.37,41.03,5.67
125aa5272e8d9d31b324c47de56bd6a0,2023-05-12,1561.51,0.0,16.34,24.97,5.31
7056d5e475568df419f9afbbcfb54600,2023-08-26,963.0,0.0,8500.0,0.0,0.0
1233a1e4aa385afb4a491f03f20da56c,2023-04-13,1675.21,0.0,13.05,41.35,5.67
125aa5272e8d9d31b324c47de56bd6a0,2023-06-09,1544.88,0.0,16.63,24.71,5.31
125aa5272e8d9d31b324c47de56bd6a0,2023-04-09,1577.88,0.0,16.12,14.3,3.01
1233a1e4aa385afb4a491f03f20da56c,2023-07-13,1634.11,0.0,14.03,40.37,5.67
125aa5272e8d9d31b324c47de56bd6a0,2023-07-10,1544.36,16.37,0.52,0.0,0.0
1233a1e4aa385afb4a491f03f20da56c,2023-06-12,1648.14,0.0,13.7,40.7,5.67
c0ead74dbd6a7fa44b67fe4c8aa875c0,2024-12-21,3959.68,3959.68,102.47,0.0,0.0
c0ead74dbd6a7fa44b67fe4c8aa875c0,2025-01-19,3754.53,3754.53,205.15,0.0,0.0
f1b8d09b4b115a6b00086bcb323a2cab,2024-12-26,3830.45,0.0,19.67,34.97,3.45
f1b8d09b4b115a6b00086bcb323a2cab,2024-11-24,3850.12,0.0,19.49,35.15,3.45
7555b15b73a7eab844819dc93cb2e96e,2024-01-21,3491.6,0.0,51.05,56.89,12.61
7555b15b73a7eab844819dc93cb2e96e,2023-12-22,3542.65,0.0,50.24,57.7,4.46
7555b15b73a7eab844819dc93cb2e96e,2024-02-22,3439.73,0.0,51.87,56.07,12.61
7555b15b73a7eab844819dc93cb2e96e,2024-04-22,3333.48,0.0,53.55,54.39,12.61
7555b15b73a7eab844819dc93cb2e96e,2023-10-23,3642.34,0.0,48.67,59.27,0.0
36931cce82912349d8127502535d82e7,2024-10-31,813.66,0.0,12.98,12.43,3.04
36931cce82912349d8127502535d82e7,2024-11-29,800.48,0.0,13.18,12.24,3.04
80f94181edbf8af882134544af1adced,2024-11-26,2177.71,0.0,94.05,96.5,0.0
c03ada9d1407fde63a567f5ff3928bf8,2024-11-29,3230.46,0.0,0.0,55.0,11.29
c03ada9d1407fde63a567f5ff3928bf8,2024-10-28,3230.46,0.0,0.0,55.0,11.29
c03ada9d1407fde63a567f5ff3928bf8,2024-08-30,3230.46,0.0,0.0,55.0,11.29
80f94181edbf8af882134544af1adced,2024-09-29,2271.76,0.0,90.79,4.82,0.0
c03ada9d1407fde63a567f5ff3928bf8,2024-10-03,3230.46,0.0,0.0,55.0,11.29
36931cce82912349d8127502535d82e7,2024-08-19,852.03,0.0,9.41,0.0,0.0
36931cce82912349d8127502535d82e7,2024-10-03,826.64,0.0,12.79,12.63,3.04
80f94181edbf8af882134544af1adced,2024-08-26,2362.55,44.91,0.22,0.0,0.0
36931cce82912349d8127502535d82e7,2024-09-07,839.43,0.0,12.18,13.32,3.15
36931cce82912349d8127502535d82e7,2024-09-01,851.61,12.18,0.42,0.0,0.0
21794ed61ee4b5a8960e19692ef938d7,2022-12-09,3435.36,0.0,44.9,37.71,12.4
21794ed61ee4b5a8960e19692ef938d7,2022-11-10,3480.26,0.0,240.74,26.42,7.85
d951f1695966e6ed0dd3bdab3db05319,2022-12-01,3967.24,0.0,42.62,66.54,0.0
32eb27a78b911add8c005aed4b441380,2024-10-17,974.64,0.0,19.18,15.96,3.95
ee4f5667d84270bbd185a7407bab2726,2024-09-02,3380.61,0.0,52.6,55.13,12.17
ee4f5667d84270bbd185a7407bab2726,2024-10-04,3327.16,0.0,53.45,54.29,12.17
32eb27a78b911add8c005aed4b441380,2024-09-19,993.82,0.0,18.88,16.26,3.95
32eb27a78b911add8c005aed4b441380,2024-11-14,955.15,0.0,19.49,15.65,3.95
ee4f5667d84270bbd185a7407bab2726,2024-11-01,3272.85,0.0,54.31,53.43,12.17
ee4f5667d84270bbd185a7407bab2726,2024-12-01,3217.67,0.0,55.18,52.56,12.17
79e3e1acf6e7c9d535fad73650f3c42e,2024-08-26,433.02,31.17,5.01,0.0,0.0
79e3e1acf6e7c9d535fad73650f3c42e,2024-08-29,406.31,4.46,26.71,0.0,0.0
79e3e1acf6e7c9d535fad73650f3c42e,2024-07-25,448.46,0.0,45.85,8.2,3.54
79e3e1acf6e7c9d535fad73650f3c42e,2024-08-24,438.03,36.18,10.43,0.0,0.0
79e3e1acf6e7c9d535fad73650f3c42e,2024-10-10,359.93,5.47,46.38,0.0,0.0
79e3e1acf6e7c9d535fad73650f3c42e,2024-10-25,306.29,0.0,53.64,19.98,10.62
66a85284c5e65e8530f686ef1270f470,2024-09-15,372.57,0.0,7.78,5.66,1.77
66a85284c5e65e8530f686ef1270f470,2024-08-15,380.35,0.0,7.67,5.78,1.77
66a85284c5e65e8530f686ef1270f470,2024-07-18,388.02,0.0,7.56,5.89,1.77
66a85284c5e65e8530f686ef1270f470,2024-10-17,364.67,0.0,7.9,5.55,1.77
21794ed61ee4b5a8960e19692ef938d7,2025-05-11,3030.56,0.0,0.0,0.25,0.0
21794ed61ee4b5a8960e19692ef938d7,2025-05-12,3030.56,0.0,0.0,34.01,12.5
d951f1695966e6ed0dd3bdab3db05319,2025-04-03,3436.95,0.0,14.72,55.43,12.17
21794ed61ee4b5a8960e19692ef938d7,2025-03-10,3030.56,0.0,0.0,34.26,12.5
21794ed61ee4b5a8960e19692ef938d7,2025-02-08,3030.56,0.0,6.38,34.32,12.5
d951f1695966e6ed0dd3bdab3db05319,2025-01-31,3466.16,0.0,14.26,55.89,12.17
d951f1695966e6ed0dd3bdab3db05319,2025-03-02,3451.67,0.0,14.49,55.66,12.17
f41d149f47842aac216c2461d00da625,2023-08-17,3330.32,0.0,42.28,53.37,12.4
45d10fadcdbdcc8c1c0c0240097ec0d7,2023-09-08,956.58,0.0,79.42,6.75,0.0
635e488f87aa6e5c8f60ff0bb1ec598a,2023-08-18,0.0,0.0,107.5,1.04,0.0
635e488f87aa6e5c8f60ff0bb1ec598a,2023-07-01,3886.24,0.0,45.04,63.13,0.0
f41d149f47842aac216c2461d00da625,2023-05-18,3455.19,0.0,40.33,55.32,12.4
635e488f87aa6e5c8f60ff0bb1ec598a,2023-07-31,107.5,0.0,3778.74,62.41,0.0
635e488f87aa6e5c8f60ff0bb1ec598a,2023-06-01,3931.28,0.0,44.32,63.84,0.0
f41d149f47842aac216c2461d00da625,2023-04-17,3495.52,0.0,39.7,55.94,12.4
635e488f87aa6e5c8f60ff0bb1ec598a,2023-05-01,3975.6,0.0,43.62,64.54,0.0
f41d149f47842aac216c2461d00da625,2023-07-20,3372.6,0.0,41.62,54.03,12.4
635e488f87aa6e5c8f60ff0bb1ec598a,2023-03-31,4019.22,0.0,42.93,65.23,0.0
f41d149f47842aac216c2461d00da625,2023-06-17,3414.22,0.0,40.97,54.68,12.4
66a85284c5e65e8530f686ef1270f470,2025-05-26,321.39,0.0,1.0,4.8,1.77
7557d683735a184efdf9443235c38907,2025-01-11,743.39,0.0,5.5,24.91,5.66
7557d683735a184efdf9443235c38907,2025-03-07,737.7,0.0,5.69,24.72,5.66
a5d079f7ef63688368a6179bb20e1d7e,2023-09-17,0.0,0.0,518.0,5.71,0.0
125aa5272e8d9d31b324c47de56bd6a0,2025-01-09,1195.56,22.31,0.09,0.0,0.0
7d69bf5e1bafeac95a25c217706ad30b,2025-01-05,3630.0,3630.0,22.22,0.0,0.0
125aa5272e8d9d31b324c47de56bd6a0,2024-12-11,1195.65,0.0,22.05,19.27,5.31
125aa5272e8d9d31b324c47de56bd6a0,2024-11-08,1217.7,0.0,21.59,19.61,5.31
125aa5272e8d9d31b324c47de56bd6a0,2024-10-27,1239.41,0.0,0.0,23.2,15.93
125aa5272e8d9d31b324c47de56bd6a0,2024-11-07,1239.29,21.59,0.12,0.0,0.0
c583cb8e08c5c2a3c1062e095032576f,2024-11-08,1484.85,0.0,31.7,18.27,7.09
c583cb8e08c5c2a3c1062e095032576f,2024-12-09,1452.77,0.0,32.08,17.89,7.09
c583cb8e08c5c2a3c1062e095032576f,2025-01-09,1420.3,0.0,32.47,17.51,7.09
b2115035b17aff1a22a19539c0ab4899,2023-09-02,4014.95,0.0,44.34,58.94,0.0
60e6d95a5f910053302edd73ce020424,2023-10-13,934.45,0.0,11.78,15.19,0.0
b2115035b17aff1a22a19539c0ab4899,2023-12-02,3877.9,0.0,46.37,59.03,0.0
60e6d95a5f910053302edd73ce020424,2023-11-11,922.48,0.0,11.97,15.01,0.0
6a40b58615169ee58f9624de944c2cbb,2023-12-17,289.94,0.0,3.47,4.41,0.0
6a40b58615169ee58f9624de944c2cbb,2023-09-17,300.19,0.0,3.32,4.57,0.0
6a40b58615169ee58f9624de944c2cbb,2024-01-18,286.42,0.0,3.52,4.36,0.0
b2115035b17aff1a22a19539c0ab4899,2023-09-04,4014.95,0.0,0.0,2.12,0.0
60e6d95a5f910053302edd73ce020424,2024-01-11,897.96,0.0,12.36,14.62,0.0
b2115035b17aff1a22a19539c0ab4899,2024-01-26,0.0,0.0,3830.84,48.02,0.0
60e6d95a5f910053302edd73ce020424,2023-12-14,910.32,0.0,12.16,14.81,0.0
b2115035b17aff1a22a19539c0ab4899,2024-01-01,3830.84,0.0,47.06,58.33,0.0
60e6d95a5f910053302edd73ce020424,2023-09-14,946.23,0.0,11.6,15.38,0.0
6a40b58615169ee58f9624de944c2cbb,2023-11-16,293.41,0.0,3.42,4.46,0.0
6a40b58615169ee58f9624de944c2cbb,2023-10-19,296.83,0.0,3.36,4.52,0.0
b2115035b17aff1a22a19539c0ab4899,2023-11-02,3924.27,0.0,45.68,59.71,0.0
b2115035b17aff1a22a19539c0ab4899,2023-10-05,3969.95,0.0,45.0,60.39,0.0
84b6e401d644455f4a300ad50da434b5,2025-02-15,180.03,0.0,0.62,2.74,1.53
700dc0f29d3557bb70d50665fa38a655,2023-06-09,1645.66,0.0,20.43,26.75,0.0
6a40b58615169ee58f9624de944c2cbb,2023-08-17,303.51,0.0,3.27,4.61,0.0
60e6d95a5f910053302edd73ce020424,2023-05-13,991.52,0.0,10.88,16.1,0.0
60e6d95a5f910053302edd73ce020424,2023-07-13,969.24,0.0,11.23,15.74,0.0
b2115035b17aff1a22a19539c0ab4899,2023-08-10,4059.29,0.0,43.68,61.72,0.0
60e6d95a5f910053302edd73ce020424,2023-06-12,980.47,0.0,11.05,15.92,0.0
60e6d95a5f910053302edd73ce020424,2023-04-13,1002.4,0.0,12.65,16.3,0.0
60e6d95a5f910053302edd73ce020424,2023-08-12,957.83,0.0,11.41,15.56,0.0
700dc0f29d3557bb70d50665fa38a655,2023-07-10,1640.9,0.0,4.76,26.43,0.0
b2115035b17aff1a22a19539c0ab4899,2023-07-03,4102.97,0.0,43.03,35.34,0.0
700dc0f29d3557bb70d50665fa38a655,2023-05-11,1666.09,0.0,4.65,34.88,0.0
700dc0f29d3557bb70d50665fa38a655,2023-08-10,1636.06,0.0,4.84,26.35,0.0
6a40b58615169ee58f9624de944c2cbb,2023-07-20,306.78,0.0,3.22,3.88,0.0
700dc0f29d3557bb70d50665fa38a655,2023-04-02,1670.74,0.0,18.84,27.13,0.0
f1b8d09b4b115a6b00086bcb323a2cab,2024-07-27,3927.04,0.0,18.8,35.84,3.45
f1b8d09b4b115a6b00086bcb323a2cab,2024-10-27,3869.61,0.0,19.32,35.32,3.45
f1b8d09b4b115a6b00086bcb323a2cab,2024-08-26,3908.07,0.0,18.97,35.67,3.45
f1b8d09b4b115a6b00086bcb323a2cab,2024-09-26,3888.93,0.0,19.14,35.5,3.45
9b9ce0f0529f91a256d11d4c75bac7bc,2022-12-02,2009.61,0.0,21.47,32.62,0.0
9b9ce0f0529f91a256d11d4c75bac7bc,2022-11-03,2031.08,0.0,21.13,32.96,0.0
32eb27a78b911add8c005aed4b441380,2024-12-20,935.35,0.0,19.8,15.34,3.95
ee4f5667d84270bbd185a7407bab2726,2025-01-02,3161.6,0.0,56.07,51.67,12.17
ee4f5667d84270bbd185a7407bab2726,2025-03-02,3046.75,0.0,57.88,49.86,12.17
ee4f5667d84270bbd185a7407bab2726,2025-02-05,3104.63,0.0,56.97,50.77,12.17
64ebc53dfd0c26d744ea9b38d01890cd,2024-10-03,1549.93,0.0,181.05,26.04,12.17
64ebc53dfd0c26d744ea9b38d01890cd,2024-09-01,1730.98,0.0,178.37,28.72,12.17
cd25fe43629f41a1ab3a5701063c1d07,2024-10-10,3927.79,0.0,0.0,97.01,14.65
cd25fe43629f41a1ab3a5701063c1d07,2024-09-10,3927.79,0.0,0.0,97.01,14.65
cd25fe43629f41a1ab3a5701063c1d07,2024-07-08,3927.79,0.0,0.0,96.65,14.65
64ebc53dfd0c26d744ea9b38d01890cd,2024-10-18,0.0,0.0,1549.93,11.66,6.08
64ebc53dfd0c26d744ea9b38d01890cd,2024-08-01,1909.35,0.0,175.72,31.36,12.17
cd25fe43629f41a1ab3a5701063c1d07,2024-08-09,3927.79,0.0,0.0,97.01,14.65
f092f5aee59d52bc0dfc8bb83d4ac329,2023-03-12,837.1,0.0,6.54,20.66,2.83
f092f5aee59d52bc0dfc8bb83d4ac329,2023-02-10,843.64,0.0,6.36,6.94,0.94
5c95b9042728cf8acaf62086235a8eb7,2023-02-23,2052.21,0.0,20.79,12.21,0.0
1230211d0a65908840309abb10fab84c,2023-03-02,2981.21,0.0,32.71,48.4,0.0
1230211d0a65908840309abb10fab84c,2022-12-31,3046.12,0.0,31.69,49.42,0.0
1230211d0a65908840309abb10fab84c,2023-02-02,3013.92,0.0,32.2,48.92,0.0
c010a66a246d4620bb5f19e3443667a0,2024-11-24,1307.8,0.0,0.0,11.88,1.26
c010a66a246d4620bb5f19e3443667a0,2024-10-27,1307.8,0.0,0.0,11.88,1.26
708cdaf787f4fad379286823598ada59,2025-01-10,318.95,0.0,5.88,5.14,1.42
708cdaf787f4fad379286823598ada59,2024-11-10,330.62,0.0,5.7,5.32,1.42
708cdaf787f4fad379286823598ada59,2024-12-12,324.83,0.0,5.79,5.23,1.42
c010a66a246d4620bb5f19e3443667a0,2024-12-26,1307.8,0.0,0.0,11.88,1.26
f9b696eebd44e070965e42eabaf1185f,2024-08-08,3324.22,0.0,77.75,39.66,14.53
f9b696eebd44e070965e42eabaf1185f,2024-07-11,3401.97,0.0,73.55,43.42,14.53
e437a73d0fd02fc572c8706c5f4aeee6,2024-10-08,995.25,0.0,2004.66,0.0,0.0
e437a73d0fd02fc572c8706c5f4aeee6,2024-08-02,3117.07,0.0,57.19,50.97,12.17
e437a73d0fd02fc572c8706c5f4aeee6,2024-10-04,2999.91,0.0,54.39,49.12,12.17
e437a73d0fd02fc572c8706c5f4aeee6,2024-09-02,3058.96,0.0,58.11,50.05,12.17
f9b696eebd44e070965e42eabaf1185f,2024-09-08,3248.79,0.0,75.43,41.53,14.53
f9b696eebd44e070965e42eabaf1185f,2024-10-10,3172.41,0.0,76.38,40.58,14.53
e437a73d0fd02fc572c8706c5f4aeee6,2024-10-03,3054.3,54.39,4.66,0.0,0.0
f9b696eebd44e070965e42eabaf1185f,2023-07-09,4234.31,0.0,57.6,53.61,14.53
e437a73d0fd02fc572c8706c5f4aeee6,2023-05-28,3886.24,0.0,0.0,0.01,0.0
f9b696eebd44e070965e42eabaf1185f,2023-08-10,4168.46,0.0,65.85,52.89,14.53
e437a73d0fd02fc572c8706c5f4aeee6,2023-04-03,3931.28,0.0,44.32,63.84,0.0
e437a73d0fd02fc572c8706c5f4aeee6,2023-07-30,3793.99,0.0,0.0,0.01,0.0
e437a73d0fd02fc572c8706c5f4aeee6,2023-07-03,3793.99,0.0,46.49,61.66,0.0
e437a73d0fd02fc572c8706c5f4aeee6,2023-08-28,3746.75,0.0,0.0,0.01,0.0
f9b696eebd44e070965e42eabaf1185f,2023-06-08,4291.91,0.0,67.09,30.85,8.23
e437a73d0fd02fc572c8706c5f4aeee6,2023-09-10,3698.75,0.0,0.0,0.02,0.0
e437a73d0fd02fc572c8706c5f4aeee6,2023-09-02,3698.75,0.0,48.0,60.15,0.0
e437a73d0fd02fc572c8706c5f4aeee6,2023-06-02,3840.48,0.0,45.76,62.4,0.0
e437a73d0fd02fc572c8706c5f4aeee6,2023-08-03,3746.75,0.0,47.24,60.91,0.0
f9b696eebd44e070965e42eabaf1185f,2023-09-08,4101.55,0.0,66.91,50.34,14.53
e437a73d0fd02fc572c8706c5f4aeee6,2023-06-30,3840.48,0.0,0.0,0.01,0.0
e437a73d0fd02fc572c8706c5f4aeee6,2023-05-04,3886.24,0.0,45.04,63.12,0.0
bc973a3fdd683f9463e550c437fc177c,2025-01-18,3766.06,0.0,10.72,62.31,12.45
bc973a3fdd683f9463e550c437fc177c,2025-04-21,3732.86,0.0,11.24,61.78,12.45
342fa183e1e3c47de93ce02f6360f753,2025-02-01,3171.76,0.0,65.71,48.7,12.0
bc973a3fdd683f9463e550c437fc177c,2025-02-24,3755.17,11.07,10.89,62.14,12.45
342fa183e1e3c47de93ce02f6360f753,2025-05-01,3057.91,0.0,57.35,46.86,12.0
056b1babb5ad46395074ec0c2e46d503,2025-03-31,1031.46,0.0,0.0,23.17,0.0
bc973a3fdd683f9463e550c437fc177c,2025-06-02,3709.82,0.0,23.04,78.14,0.0
e22eb6b9b7c353a721054243306d5992,2023-03-16,0.0,0.0,2020.0,1.22,0.0
21794ed61ee4b5a8960e19692ef938d7,2023-03-10,3300.93,0.0,43.25,36.23,12.4
d951f1695966e6ed0dd3bdab3db05319,2023-03-02,3835.6,0.0,44.54,58.15,0.0
d951f1695966e6ed0dd3bdab3db05319,2022-12-31,3924.09,0.0,43.15,63.71,0.0
21794ed61ee4b5a8960e19692ef938d7,2023-02-09,3344.18,0.0,47.07,40.54,12.4
0f6ed9d3c36e9e55a795d1a8b50ef69c,2023-03-05,3996.17,0.0,149.83,22.19,0.0
2e0c41b0f5f3b478601ad3e3c69992a5,2023-03-12,4062.15,0.0,42.26,65.91,0.0
d951f1695966e6ed0dd3bdab3db05319,2023-02-02,3880.14,0.0,43.95,69.32,0.0
21794ed61ee4b5a8960e19692ef938d7,2023-01-08,3391.25,0.0,44.11,38.5,12.4
2e0c41b0f5f3b478601ad3e3c69992a5,2023-02-10,4104.41,0.0,41.59,59.92,0.0
5593ba897015e8dd7bce14dc1433e984,2023-08-12,2081.04,0.0,15.39,56.43,7.09
5593ba897015e8dd7bce14dc1433e984,2023-07-13,2096.43,0.0,14.98,56.83,7.09
5593ba897015e8dd7bce14dc1433e984,2023-06-12,2111.41,0.0,14.59,55.31,6.85
056b1babb5ad46395074ec0c2e46d503,2025-01-13,1031.46,0.0,0.0,24.84,0.0
bc973a3fdd683f9463e550c437fc177c,2024-12-15,3776.78,0.0,10.55,58.42,11.64
342fa183e1e3c47de93ce02f6360f753,2025-01-02,3237.47,0.0,65.14,49.68,12.0
056b1babb5ad46395074ec0c2e46d503,2025-01-25,1031.46,0.0,0.0,21.98,0.0
342fa183e1e3c47de93ce02f6360f753,2025-03-03,3115.26,0.0,56.5,47.71,12.0
bc973a3fdd683f9463e550c437fc177c,2025-03-24,3744.1,0.0,11.07,61.96,12.45
53b9acc46031a13e924bc4b7a07d2516,2023-01-08,413.79,0.0,5.62,3.29,1.42
53b9acc46031a13e924bc4b7a07d2516,2023-04-10,396.67,0.0,5.75,3.16,1.42
53b9acc46031a13e924bc4b7a07d2516,2023-05-11,390.87,0.0,5.8,3.11,1.42
59b431fe5fffaab78cfcd6f4daf20649,2023-04-17,435.07,0.0,82.93,5.82,0.0
59b431fe5fffaab78cfcd6f4daf20649,2023-05-18,350.81,0.0,84.26,6.99,0.0
476a7ce95fa63d7dce6ef9863ff038ba,2023-04-03,314.62,0.0,3.38,0.84,0.18
476a7ce95fa63d7dce6ef9863ff038ba,2023-05-04,311.36,0.0,3.26,5.14,1.06
53b9acc46031a13e924bc4b7a07d2516,2023-03-10,402.42,0.0,5.71,3.2,1.42
53b9acc46031a13e924bc4b7a07d2516,2023-02-09,408.13,0.0,5.66,3.24,1.42
7557d683735a184efdf9443235c38907,2023-01-01,841.41,0.0,8.59,11.66,2.45
7557d683735a184efdf9443235c38907,2023-02-02,832.68,0.0,8.73,13.32,2.83
7557d683735a184efdf9443235c38907,2023-03-03,823.81,0.0,8.87,13.18,2.83
7557d683735a184efdf9443235c38907,2023-05-04,805.65,0.0,9.15,12.89,2.83
7557d683735a184efdf9443235c38907,2023-04-03,814.8,0.0,9.01,13.04,2.83
fd2b234250e0a139a50f97689dad0df0,2024-07-18,3319.05,0.0,0.0,53.3,10.65
fd2b234250e0a139a50f97689dad0df0,2024-09-19,3319.05,0.0,0.0,53.3,10.65
3d6993447010ded6858ff2818ab28daf,2024-09-05,2928.23,0.0,0.0,47.79,9.73
3d6993447010ded6858ff2818ab28daf,2024-08-10,2928.23,0.0,0.0,47.79,9.73
3d6993447010ded6858ff2818ab28daf,2024-09-26,2928.23,0.0,0.0,47.79,9.73
fd2b234250e0a139a50f97689dad0df0,2024-10-18,3319.05,0.0,0.0,53.3,10.65
3d6993447010ded6858ff2818ab28daf,2024-07-25,2928.23,0.0,0.0,47.79,9.73
fd2b234250e0a139a50f97689dad0df0,2024-08-17,3319.05,0.0,0.0,53.3,10.65
2abf288a39cbb2f34b5851a253e3ff35,2024-03-16,1511.27,238.0,4.71,0.0,0.0
635c17ea1ce450356a96219620ce902a,2024-05-02,3674.46,0.0,62.46,33.94,3.67
2abf288a39cbb2f34b5851a253e3ff35,2024-04-18,1269.67,243.01,3.6,0.0,0.0
2abf288a39cbb2f34b5851a253e3ff35,2024-02-22,1515.98,0.0,237.11,28.18,0.0
635c17ea1ce450356a96219620ce902a,2024-02-29,3798.82,0.0,61.34,35.06,3.67
2abf288a39cbb2f34b5851a253e3ff35,2024-03-17,1273.27,0.0,238.0,24.34,4.06
2abf288a39cbb2f34b5851a253e3ff35,2024-02-15,1753.09,237.11,1.77,0.0,0.0
910a617bf715f075bf218a8a95eff3e1,2024-05-06,130.5,0.0,5.83,2.29,0.61
635c17ea1ce450356a96219620ce902a,2024-03-31,3736.92,0.0,61.9,34.51,3.67
910a617bf715f075bf218a8a95eff3e1,2024-04-05,136.33,0.0,5.74,2.38,0.61
910a617bf715f075bf218a8a95eff3e1,2024-03-07,142.07,0.0,5.65,2.47,0.61
2abf288a39cbb2f34b5851a253e3ff35,2024-04-25,1026.66,0.0,243.01,20.45,12.17
cbaedd02a5bff9eae9ee8553a303ea31,2023-10-15,90.68,0.0,1.21,1.48,0.0
cbaedd02a5bff9eae9ee8553a303ea31,2023-09-15,91.89,0.0,1.19,1.49,0.0
cbaedd02a5bff9eae9ee8553a303ea31,2023-12-14,88.2,0.0,1.25,1.44,0.14
cbaedd02a5bff9eae9ee8553a303ea31,2023-11-13,89.45,0.0,1.23,1.46,0.0
cbaedd02a5bff9eae9ee8553a303ea31,2024-01-13,86.93,0.0,1.27,1.42,0.3
fa098fe93db72199f7e8f86a659548b4,2024-01-11,2498.4,0.0,29.87,35.49,0.0
fa098fe93db72199f7e8f86a659548b4,2023-12-14,2528.27,0.0,35.09,38.56,0.0
3d095f22e05569efdb3110a35e9efbae,2023-10-29,3600.43,0.0,49.55,58.61,0.0
3d095f22e05569efdb3110a35e9efbae,2023-12-31,3498.92,0.0,51.16,57.01,12.17
3d095f22e05569efdb3110a35e9efbae,2023-09-28,3649.98,0.0,48.77,59.4,0.0
fa098fe93db72199f7e8f86a659548b4,2023-10-13,2598.47,0.0,28.69,38.2,0.0
fa098fe93db72199f7e8f86a659548b4,2023-11-11,2563.36,0.0,35.11,39.09,0.0
3d095f22e05569efdb3110a35e9efbae,2023-11-23,3550.08,0.0,50.35,57.82,6.09
fa098fe93db72199f7e8f86a659548b4,2023-09-14,2627.16,0.0,33.63,40.02,0.0
3d095f22e05569efdb3110a35e9efbae,2024-02-04,3446.94,0.0,51.98,56.19,12.17
125aa5272e8d9d31b324c47de56bd6a0,2023-09-10,1492.66,0.0,17.42,23.9,5.31
125aa5272e8d9d31b324c47de56bd6a0,2024-01-08,1438.63,18.46,0.09,0.0,0.0
1233a1e4aa385afb4a491f03f20da56c,2023-10-13,1589.91,0.0,15.09,39.31,5.67
